Contract Address,Risky Mutable Proxy,ERC-721 Re-entrancy,Unlimited Minting,Missing Requirements,Public Burn
0x4C5085aaA5607e587B0944599C93ffF8395df0bC,0,1,0,0,0
0x9d1fade7203112715c43825b9886ba86a5f5a879,0,0,1,0,0
0x48CEb92fDfc234F62bfb9509F5B76AfC5785fFD8,0,1,0,0,0
0x8deff7e30093c104a3baf3108cc8a85b158c6b7f,0,0,0,0,0
0x4E727d7c1e627c19d7355496DC8ae896859bA9D5,0,0,1,0,0
0x07597467f6e1084d86bdb4ebfc2b147103dc1285,0,0,0,1,0
0x35d136783f1fc9ded8ffa1e41eb11c03a500e70a,0,0,1,0,0
0x0767d7981352f3dffb5d6ad9561b8e2b027050fa,0,0,1,0,0
0x81a3dba50a1293ea3b7e6fd2ae732d509e4a8621,0,0,1,0,0
0xf58419aEbBF6Fd3BA10502B4892DF91a16a5516C,0,0,1,0,0
0xf33c469982ce3fd0396df723fcf8ce1655ea63bd,0,0,1,0,0
0xaba85c7f1089a416eecab105e633cd30b51614ad,0,1,0,0,0
0xF585Bc6Ac59aa6070c92eAc2D2Ea2Fc7a1997c78,0,0,0,0,0
0x1a580959e1ba46256a2d54165a4894d92b7189d3,0,1,0,0,0
0x517aa0ccf9fe141d311756e6e58a3e4df543ac4a,0,0,1,0,0
0xfda79d4ffe20a7b4999c824e8e9685eb022dd9c6,0,0,1,0,0
0x4ea82e927349b956b5b6e36efe92e31c01cb3aa1,0,0,1,0,0
0xa5bd2ff744156548c20f4d2939f0b8409a7e1b0b,0,0,1,0,0
0xa75470d71a36b6a45781a594f0594c71ad13c3e5,0,0,0,0,1
0xedf4cb0ebf895b7b520a62a6a9af0663ffd678d8,0,0,1,0,0
0x85371D83181F584506cD52A693E0Ced9984D27aD,0,1,0,0,0
0x16a60dcb59cdd61c09871b66e5ed63ed9d2870b4,0,0,1,0,0
0xcd37b33d8a134748af18f45b6f991661d88ee07f,0,1,0,0,0
0x672a73242d381cefbfc42951b08d5910cf23c661,0,1,0,0,0
0x5f758581590c45a308f7a66dfd679a80f83c4b52,0,0,1,0,0
0x3295D41951ea8a2C88C8C0Dc8156B27B3aA08bca,0,1,0,0,0
0xc39cc72d68be87c6b571e97b8bc4c1462f3df9c9,0,0,1,0,0
0x7ea81d2505438ffbd40ed041d115b5e981f82aed,0,0,1,0,0
0x0119e4ad989503f0e6024d8baeffae3afcb7c496,0,0,1,0,0
0x659982ba58e0b57f43046d9f3cd91c18bed6db05,0,0,0,0,1
0x71da4e1ed3cae84fb9fd88e5f094fe16636ebf82,0,0,1,0,0
0xE10921Bf7123cc457295298aF24b117FbD44c552,0,1,0,0,0
0x5651010bEc2d3e814621A62F7C86Cc9253Ad16D7,0,1,0,0,0
0x3b4ebe5bdac5ce0daca481b6a132760675eadda2,0,0,1,0,0
0x95b6a3864d5f518717cefae6c30c58e4abaf8299,0,0,1,0,0
0xdf713604124ef873f130684996d3eee34b63192c,0,0,0,1,0
0xbfd6edff8fed6c10ba36df0e869e2b49e520ab4b,0,1,0,0,0
0x2a6fa012191a44a910c667060e16a01f5e2d1f0d,0,1,0,0,0
0x376EDbd95F3dD7B4ac8c40663fC2eEccb4178Da9,0,1,0,0,0
0x02d6e4e5837eeb1d0bb9130d7c91ab0a506dee0a,0,0,1,0,0
0x1efe32b5e9b9a2328a2daacc60d0da875b9633a7,0,0,1,0,0
0x2b6d79281338a796efaafda3db8229ece4d6f72d,0,0,1,0,0
0xbec8b709342ab6215afabd6cf597bcdc4d9b6835,0,0,1,0,0
0x6cebac7a235ae69ba89a14c6be3e627f4dead3ca,0,0,1,0,0
0xb75b60db47edd296e62f235bf6d11df3eb128789,0,0,1,0,0
0x9d8ef90b6b4ce388c2d6021e231143d0f3e5b4c2,0,0,1,0,0
0x3a9a73cf875c63332b23092afa7621c2538795dc,0,0,0,1,0
0xabdff6da94ad264e3f0522a1bcc5af7f9ac14ea5,0,0,1,0,0
0x09afa19ec1dd440ad0f0d02b9996f30d055c03b6,0,0,1,0,0
0x0d32818fb25d875312a0c8c7a9c67649baaec2b0,0,0,1,0,0
0x5ac6b21f8f921096311da7a9115adfbdd6fb59d2,0,1,0,0,0
0x7819739D211f828823DEeB8E4353dcdC7fc91Fd2,0,0,1,0,0
0x03ee5ec95827227fe3081dc47a4d46d878dc6b04,0,0,1,0,0
0x4caea06241787e52b8728541833fbbad76490919,0,1,0,0,0
0xd32840c7749e497DaD907b9c074CB29862d00B40,0,1,0,0,0
0x86b99824e83F841D3DFcf47F5Bd79d5E2877E2d3,0,0,0,1,0
0xa4631a191044096834ce65d1ee86b16b171d8080,0,1,0,0,0
0x02465dc28260590979f6a3471e96cdf0d137a3f3,0,1,0,0,0
0xF1dDc9D7f36D8f146c6Db09D2948Ed9B6d6F0d07,0,0,1,0,0
0x1761f2b56175508F3562457209EAa424A7C64740,0,0,1,0,0
0x49619200e443505dd3bb80f7b560c28c8c9f54a0,0,0,0,0,1
0x690ecd50dd1579881c2ad515270ec912425e60c3,0,0,1,0,0
0xe8bfa573cecbe91f834543d1f16ce87046c88a56,0,0,1,0,0
0xBD888e50969748805cDF77bCF283fEbE493f190c,0,0,1,0,0
Total,3,28,58,6,4
