title,url
How can we interact with smart contract contract through coinbase wallet or connect wallet through mobile?,https://stackoverflow.com/questions/73569157/how-can-we-interact-with-smart-contract-contract-through-coinbase-wallet-or-conn
How did I fix the Moralis load module script error after I installed it?,https://stackoverflow.com/questions/73548513/how-did-i-fix-the-moralis-load-module-script-error-after-i-installed-it
"How to get all NFTs in a Collection? (Solana, Metaplex)",https://stackoverflow.com/questions/73531778/how-to-get-all-nfts-in-a-collection-solana-metaplex
How do I update an NFTs creator list?,https://stackoverflow.com/questions/73517799/how-do-i-update-an-nfts-creator-list
What's the difference between Metaplex's set_and_verify_collection and set_and_verify_sized_collection_item?,https://stackoverflow.com/questions/73491733/whats-the-difference-between-metaplexs-set-and-verify-collection-and-set-and-v
Internal JSON-RPC error. “execution reverted” when using safeTransferFrom with a fee,https://stackoverflow.com/questions/73483520/internal-json-rpc-error-execution-reverted-when-using-safetransferfrom-with-a
Solidity TransferFrom() function not working / Making an nft marketplace that accepts custom tokens,https://stackoverflow.com/questions/73480903/solidity-transferfrom-function-not-working-making-an-nft-marketplace-that-ac
Blockchain - create multiple collections,https://stackoverflow.com/questions/73479932/blockchain-create-multiple-collections
Timeout when communicating with Web3 Provider,https://stackoverflow.com/questions/73472391/timeout-when-communicating-with-web3-provider
What do we have to use to implement instant sales market with the metaplex?,https://stackoverflow.com/questions/73454540/what-do-we-have-to-use-to-implement-instant-sales-market-with-the-metaplex
Metaplex: Mint standard Edition,https://stackoverflow.com/questions/73442802/metaplex-mint-standard-edition
why there's a difference with the number of listed items between opensea and in-app marketplace,https://stackoverflow.com/questions/73439818/why-theres-a-difference-with-the-number-of-listed-items-between-opensea-and-in
How to check whether user has any ERC1155 of specific contract in solidity?,https://stackoverflow.com/questions/73429742/how-to-check-whether-user-has-any-erc1155-of-specific-contract-in-solidity
NFT marketplace images not retrieving,https://stackoverflow.com/questions/73410358/nft-marketplace-images-not-retrieving
Smart Contract NFT Issue,https://stackoverflow.com/questions/73404641/smart-contract-nft-issue
Metaplex Javascript SDK CreateNft fees and cost estimation,https://stackoverflow.com/questions/73400893/metaplex-javascript-sdk-createnft-fees-and-cost-estimation
Get past transactions on a contract using web3.php,https://stackoverflow.com/questions/73398947/get-past-transactions-on-a-contract-using-web3-php
Using Sugar To Create Candy Machine for NFT Launch,https://stackoverflow.com/questions/73382256/using-sugar-to-create-candy-machine-for-nft-launch
issues importing ethers.getcontractfactory,https://stackoverflow.com/questions/73379533/issues-importing-ethers-getcontractfactory
Cannot enquire balance of ERC1155 smart contract,https://stackoverflow.com/questions/73366595/cannot-enquire-balance-of-erc1155-smart-contract
How to prevent Users from calling my Smart Contract Function While still being able to call it in my dApp,https://stackoverflow.com/questions/73365543/how-to-prevent-users-from-calling-my-smart-contract-function-while-still-being-a
SmartContract/Solidity: The transaction has been reverted to the initial state,https://stackoverflow.com/questions/73364556/smartcontract-solidity-the-transaction-has-been-reverted-to-the-initial-state
Opensea Api returns Asset does not exist when creating an offer,https://stackoverflow.com/questions/73364065/opensea-api-returns-asset-does-not-exist-when-creating-an-offer
How to Retrieve TRAITS of NFT from OpenSea with JavaScript?,https://stackoverflow.com/questions/73361211/how-to-retrieve-traits-of-nft-from-opensea-with-javascript
Reading JSON metadata of NFT from it's contract,https://stackoverflow.com/questions/73333099/reading-json-metadata-of-nft-from-its-contract
Website Button to transfer NFT from my wallet to user's wallet,https://stackoverflow.com/questions/73332841/website-button-to-transfer-nft-from-my-wallet-to-users-wallet
"Query Loopring NFTs using the GraphQL ""Playground""",https://stackoverflow.com/questions/73327256/query-loopring-nfts-using-the-graphql-playground
NFT contract balance not increasing after minting nft,https://stackoverflow.com/questions/73320453/nft-contract-balance-not-increasing-after-minting-nft
How to get the tokenids of certain ERC721 tokens for a adress? using Web3py,https://stackoverflow.com/questions/73317165/how-to-get-the-tokenids-of-certain-erc721-tokens-for-a-adress-using-web3py
Where do I find nft.storage authentication token for Metaplex Sugar?,https://stackoverflow.com/questions/73299224/where-do-i-find-nft-storage-authentication-token-for-metaplex-sugar
I want to create a nft as a hotel room ticket. Is it possible?,https://stackoverflow.com/questions/73278578/i-want-to-create-a-nft-as-a-hotel-room-ticket-is-it-possible
How to write a burn function in smart contract for NFT?,https://stackoverflow.com/questions/73271419/how-to-write-a-burn-function-in-smart-contract-for-nft
Is there a way to check if msg.sender owns some collection?,https://stackoverflow.com/questions/73267710/is-there-a-way-to-check-if-msg-sender-owns-some-collection
How to let the minted NFT load instantly after being minted?,https://stackoverflow.com/questions/73262599/how-to-let-the-minted-nft-load-instantly-after-being-minted
Call smart contract function by connecting contract address in hardhat (ethers),https://stackoverflow.com/questions/73237625/call-smart-contract-function-by-connecting-contract-address-in-hardhat-ethers
Can I get nft metadata from the <AccountInfo> address in solana rust program?,https://stackoverflow.com/questions/73228906/can-i-get-nft-metadata-from-the-accountinfo-address-in-solana-rust-program
Ganache doesn't connect to the network,https://stackoverflow.com/questions/73224954/ganache-doesnt-connect-to-the-network
How to send already minted nft to the dynamic address,https://stackoverflow.com/questions/73203081/how-to-send-already-minted-nft-to-the-dynamic-address
Is it possible to create an erc721 contract without using openzepplin library and render it on opensea?,https://stackoverflow.com/questions/73181327/is-it-possible-to-create-an-erc721-contract-without-using-openzepplin-library-an
Error encountered during Ethereum solidity NFT contract execution [Out of gas]?,https://stackoverflow.com/questions/73177503/error-encountered-during-ethereum-solidity-nft-contract-execution-out-of-gas
How to get historical floor price data for an NFT collection?,https://stackoverflow.com/questions/73167776/how-to-get-historical-floor-price-data-for-an-nft-collection
"How to update minted NFTs maxSupply to avoid 'none""?",https://stackoverflow.com/questions/73162669/how-to-update-minted-nfts-maxsupply-to-avoid-none
How to make an auction with the new metaplex js sdk?,https://stackoverflow.com/questions/73155229/how-to-make-an-auction-with-the-new-metaplex-js-sdk
how to get the cheapest NFT in a collection using Magic Eden API,https://stackoverflow.com/questions/73151481/how-to-get-the-cheapest-nft-in-a-collection-using-magic-eden-api
Why can't I see my image and audio in Testnet Opensea?,https://stackoverflow.com/questions/73139799/why-cant-i-see-my-image-and-audio-in-testnet-opensea
Get all nft's data request,https://stackoverflow.com/questions/73137781/get-all-nfts-data-request
Getting Rank List from OpenSea,https://stackoverflow.com/questions/73136506/getting-rank-list-from-opensea
I am unable to transfer funds to the owner of my NFT,https://stackoverflow.com/questions/73135048/i-am-unable-to-transfer-funds-to-the-owner-of-my-nft
Can we get NFT data from Blockchain Block Data using web3?,https://stackoverflow.com/questions/73120488/can-we-get-nft-data-from-blockchain-block-data-using-web3
Solidity - Is there function to view list of holders addresses and each address attached tokens that it owns,https://stackoverflow.com/questions/73110654/solidity-is-there-function-to-view-list-of-holders-addresses-and-each-address
"Solidity: deploy contract, mint 50 nfts, and send nft to 50 hard coded addresses all in one step possible?",https://stackoverflow.com/questions/73104749/solidity-deploy-contract-mint-50-nfts-and-send-nft-to-50-hard-coded-addresses
Candy Machine Assets Skipping Numbers In File Names,https://stackoverflow.com/questions/73102982/candy-machine-assets-skipping-numbers-in-file-names
List Rarible Lazy Minted Tokens on OpenSea,https://stackoverflow.com/questions/73092124/list-rarible-lazy-minted-tokens-on-opensea
OpenSea Lazy Minting with Custom Contract,https://stackoverflow.com/questions/73092046/opensea-lazy-minting-with-custom-contract
Duplicate images generating from randomly selected images,https://stackoverflow.com/questions/73089602/duplicate-images-generating-from-randomly-selected-images
NFT staking smart contract flexible daily ROI change,https://stackoverflow.com/questions/73078706/nft-staking-smart-contract-flexible-daily-roi-change
Error running command (re-run needed): AccountNotFound: solana,https://stackoverflow.com/questions/73068744/error-running-command-re-run-needed-accountnotfound-solana
Error while related to big number in react for input in smart contract erc721,https://stackoverflow.com/questions/73066197/error-while-related-to-big-number-in-react-for-input-in-smart-contract-erc721
"Implementing ""create NFT"" onClick using Metaplex",https://stackoverflow.com/questions/73054999/implementing-create-nft-onclick-using-metaplex
How to make minting function that takes 0.1 ethereum in Solidity?,https://stackoverflow.com/questions/73053421/how-to-make-minting-function-that-takes-0-1-ethereum-in-solidity
Transaction Signature Verification failed,https://stackoverflow.com/questions/73052807/transaction-signature-verification-failed
Digital Signing Smart Contract ERC721,https://stackoverflow.com/questions/73044316/digital-signing-smart-contract-erc721
NFT whitelist: How to make a variable mint allowance per address,https://stackoverflow.com/questions/73017970/nft-whitelist-how-to-make-a-variable-mint-allowance-per-address
Can I use smart contract to mint my NFT without confirmation?,https://stackoverflow.com/questions/73007979/can-i-use-smart-contract-to-mint-my-nft-without-confirmation
How to update a NFT mint price by ethereum price in USD?,https://stackoverflow.com/questions/72992643/how-to-update-a-nft-mint-price-by-ethereum-price-in-usd
"Solana , Signature verification error magic eden",https://stackoverflow.com/questions/72990514/solana-signature-verification-error-magic-eden
How to delete NFT listing if the NFT is transferred out of the owner wallet,https://stackoverflow.com/questions/72990068/how-to-delete-nft-listing-if-the-nft-is-transferred-out-of-the-owner-wallet
Candy Machine V2 Limit WL Token Usage to a certain number,https://stackoverflow.com/questions/72987613/candy-machine-v2-limit-wl-token-usage-to-a-certain-number
Ensure that verified creators signed the tx,https://stackoverflow.com/questions/72986700/ensure-that-verified-creators-signed-the-tx
Install Minty npm packages for IPFS,https://stackoverflow.com/questions/72986515/install-minty-npm-packages-for-ipfs
Metaplex Cache file disappeared,https://stackoverflow.com/questions/72963498/metaplex-cache-file-disappeared
JSON nested folders when generating NFTs,https://stackoverflow.com/questions/72948069/json-nested-folders-when-generating-nfts
How to Return an Array of structs from Solidity?,https://stackoverflow.com/questions/72943448/how-to-return-an-array-of-structs-from-solidity
What is the purpose of symbol and name in ERC721?,https://stackoverflow.com/questions/72937134/what-is-the-purpose-of-symbol-and-name-in-erc721
Can you make an ERC1155 contract receive an ERC721 token?,https://stackoverflow.com/questions/72936189/can-you-make-an-erc1155-contract-receive-an-erc721-token
Does anyone know how to make my solana collection connect with opensea?,https://stackoverflow.com/questions/72934957/does-anyone-know-how-to-make-my-solana-collection-connect-with-opensea
How to create different hashtags for different NFTs,https://stackoverflow.com/questions/72932762/how-to-create-different-hashtags-for-different-nfts
Update Metadata of Solana NFT Collection,https://stackoverflow.com/questions/72919479/update-metadata-of-solana-nft-collection
Error with modules gumdrop-cli.ts metaplex,https://stackoverflow.com/questions/72917751/error-with-modules-gumdrop-cli-ts-metaplex
How to airdrop NFTs to specific NFT owners?,https://stackoverflow.com/questions/72914296/how-to-airdrop-nfts-to-specific-nft-owners
Get all transactions for an NFT on Solana,https://stackoverflow.com/questions/72903266/get-all-transactions-for-an-nft-on-solana
How to filter lazy minted NFTs of OpenSea through API?,https://stackoverflow.com/questions/72895850/how-to-filter-lazy-minted-nfts-of-opensea-through-api
Need help adding function to NFT minting dapp built with next.js,https://stackoverflow.com/questions/72887031/need-help-adding-function-to-nft-minting-dapp-built-with-next-js
Change Hedera NFT metadata after minting,https://stackoverflow.com/questions/72881345/change-hedera-nft-metadata-after-minting
Don't you need centralised database to verify NFT authenthicity,https://stackoverflow.com/questions/72866560/dont-you-need-centralised-database-to-verify-nft-authenthicity
Cannot test smart contract because tutorial is out of date (`npm_config_argv` is gone),https://stackoverflow.com/questions/72862661/cannot-test-smart-contract-because-tutorial-is-out-of-date-npm-config-argv-is
Should each NFT have a separate smart contract,https://stackoverflow.com/questions/72860914/should-each-nft-have-a-separate-smart-contract
MetaMask - RPC Error: execution reverted. Error: cannot estimate gas,https://stackoverflow.com/questions/72860787/metamask-rpc-error-execution-reverted-error-cannot-estimate-gas
Trying to implement ERC1155OpenSeaGassLess but not able to understand the structure of the contract,https://stackoverflow.com/questions/72853874/trying-to-implement-erc1155openseagassless-but-not-able-to-understand-the-struct
@ipld/car - carReader for large files (Content Addressed Archive),https://stackoverflow.com/questions/72849181/ipld-car-carreader-for-large-files-content-addressed-archive
"Could not complete Bundlr tx upload successfully, exiting due to: Error: connect ETIMEDOUT 172.3 at TCPConnectWrap.afterConnect [as oncomplete]",https://stackoverflow.com/questions/72845892/could-not-complete-bundlr-tx-upload-successfully-exiting-due-to-error-connect
check if a given NFT id on a contract is minted or not,https://stackoverflow.com/questions/72844963/check-if-a-given-nft-id-on-a-contract-is-minted-or-not
"Solana transaction , unknown signer",https://stackoverflow.com/questions/72840130/solana-transaction-unknown-signer
Create own NFTs only can be sold on own marketplace,https://stackoverflow.com/questions/72836435/create-own-nfts-only-can-be-sold-on-own-marketplace
i cant transfer my erc 721 to my other wallet using metamask transaction,https://stackoverflow.com/questions/72832127/i-cant-transfer-my-erc-721-to-my-other-wallet-using-metamask-transaction
Transaction failing while transferring NFT on solana: Error processing Instruction 0: custom program error: 0x1,https://stackoverflow.com/questions/72831975/transaction-failing-while-transferring-nft-on-solana-error-processing-instructi
"Anchor test transaction failed with ""An account required by the instruction is missing""",https://stackoverflow.com/questions/72823707/anchor-test-transaction-failed-with-an-account-required-by-the-instruction-is-m
Simple way to concatenate tokenID to tokenURI,https://stackoverflow.com/questions/72812392/simple-way-to-concatenate-tokenid-to-tokenuri
Can I check the NFTs in a virtual machine wallet in remix?,https://stackoverflow.com/questions/72808629/can-i-check-the-nfts-in-a-virtual-machine-wallet-in-remix
How to link my IPFS content to ERC721 contract?,https://stackoverflow.com/questions/72805188/how-to-link-my-ipfs-content-to-erc721-contract
How to change metadata for solana nft collection on phantom wallet for candy machine,https://stackoverflow.com/questions/72800023/how-to-change-metadata-for-solana-nft-collection-on-phantom-wallet-for-candy-mac
Error when calling web3.sendRawTransaction(signature.serialize()),https://stackoverflow.com/questions/72791740/error-when-calling-web3-sendrawtransactionsignature-serialize
"ENOENT: no such file or directory, scandir 'smart",https://stackoverflow.com/questions/72775235/enoent-no-such-file-or-directory-scandir-smart
Setting up a WL wallet based approach with Candy Machine V2,https://stackoverflow.com/questions/72766385/setting-up-a-wl-wallet-based-approach-with-candy-machine-v2
Are there any ways to update off-chain metadata attributes or property of a solana metaplex nft through api calls?,https://stackoverflow.com/questions/72766083/are-there-any-ways-to-update-off-chain-metadata-attributes-or-property-of-a-sola
Is frontend better or backend for integration with smart contract (erc721)?,https://stackoverflow.com/questions/72763463/is-frontend-better-or-backend-for-integration-with-smart-contract-erc721
Metamask-mobile browser not working on server side sessions and exchange the session ids via cookies,https://stackoverflow.com/questions/72755160/metamask-mobile-browser-not-working-on-server-side-sessions-and-exchange-the-ses
Why are there 2 creators in the metadata in my NFT on Solana?,https://stackoverflow.com/questions/72750586/why-are-there-2-creators-in-the-metadata-in-my-nft-on-solana
Cannot get Metaplex NFT collection information from metadata,https://stackoverflow.com/questions/72749628/cannot-get-metaplex-nft-collection-information-from-metadata
how can i add rarity percentage in opensea?,https://stackoverflow.com/questions/72748643/how-can-i-add-rarity-percentage-in-opensea
NFT Not Showing up properly in Phantom Wallet,https://stackoverflow.com/questions/72747715/nft-not-showing-up-properly-in-phantom-wallet
Checking that nft is selling on opensea,https://stackoverflow.com/questions/72747376/checking-that-nft-is-selling-on-opensea
Add image and name to existing WL spl-token,https://stackoverflow.com/questions/72735749/add-image-and-name-to-existing-wl-spl-token
"LazyMint (NFT, ERC-721), ethers.js signMessage or _signTypedData?",https://stackoverflow.com/questions/72724997/lazymint-nft-erc-721-ethers-js-signmessage-or-signtypeddata
Getting ABI of both base contract and proxy contract,https://stackoverflow.com/questions/72718809/getting-abi-of-both-base-contract-and-proxy-contract
Display/render Array contents organized with react or in a Web3UIkit component,https://stackoverflow.com/questions/72717130/display-render-array-contents-organized-with-react-or-in-a-web3uikit-component
Add NFT to Collection on solana,https://stackoverflow.com/questions/72716507/add-nft-to-collection-on-solana
Using Ethers estimateGas function with no arguments,https://stackoverflow.com/questions/72711785/using-ethers-estimategas-function-with-no-arguments
Need help on building a function that creates a new edition nft from a master edition nft,https://stackoverflow.com/questions/72709581/need-help-on-building-a-function-that-creates-a-new-edition-nft-from-a-master-ed
Why isn't crossmint integration not working?,https://stackoverflow.com/questions/72697694/why-isnt-crossmint-integration-not-working
Getting error Erc721 : operator Query for non existent token,https://stackoverflow.com/questions/72695638/getting-error-erc721-operator-query-for-non-existent-token
Passing props into URL in button using Nextjs,https://stackoverflow.com/questions/72693324/passing-props-into-url-in-button-using-nextjs
Metaplex candy machine 2 unlimited sale,https://stackoverflow.com/questions/72693153/metaplex-candy-machine-2-unlimited-sale
Submit New Contract to Opensea Not Working,https://stackoverflow.com/questions/72692154/submit-new-contract-to-opensea-not-working
NFT is not displaying on opensea under goerli testnet [closed],https://stackoverflow.com/questions/72685740/nft-is-not-displaying-on-opensea-under-goerli-testnet
How to get NFT's transfer history like polygonscan,https://stackoverflow.com/questions/72683092/how-to-get-nfts-transfer-history-like-polygonscan
Modifying Solana Smart Contract,https://stackoverflow.com/questions/72681485/modifying-solana-smart-contract
Warning: SPDX license identifier not provided in source file / However already inserted,https://stackoverflow.com/questions/72679367/warning-spdx-license-identifier-not-provided-in-source-file-however-already-i
Are payable functions susceptible to 'out of gas' errors?,https://stackoverflow.com/questions/72677769/are-payable-functions-susceptible-to-out-of-gas-errors
Unable to solve solidity error- ParserError: Expected ';' but got 'Number' --> first.sol:2:17: | 2 | Pragma solidity 0.8.7; | ^^^,https://stackoverflow.com/questions/72676707/unable-to-solve-solidity-error-parsererror-expected-but-got-number-f
".map is not a function react, axios problem",https://stackoverflow.com/questions/72675844/map-is-not-a-function-react-axios-problem
npm ERR! code 1 *happens when put command npm install*,https://stackoverflow.com/questions/72671174/npm-err-code-1-happens-when-put-command-npm-install
Store PII information in a secure way in NFT token,https://stackoverflow.com/questions/72660542/store-pii-information-in-a-secure-way-in-nft-token
'tokenURI' is not defined no-undef,https://stackoverflow.com/questions/72655473/tokenuri-is-not-defined-no-undef
how to create smart contract for ntf for cronos chain,https://stackoverflow.com/questions/72653017/how-to-create-smart-contract-for-ntf-for-cronos-chain
ReferenceError: process is not defined while trying mint in web3 in Reactjs [duplicate],https://stackoverflow.com/questions/72649336/referenceerror-process-is-not-defined-while-trying-mint-in-web3-in-reactjs
Getting OpenSea collections by name,https://stackoverflow.com/questions/72640683/getting-opensea-collections-by-name
How to create ripple effect using still image and apply it to 10000 of images making them animated gifs programmatically,https://stackoverflow.com/questions/72637525/how-to-create-ripple-effect-using-still-image-and-apply-it-to-10000-of-images-ma
"Despite using the receive() function, my contract is not receiving payment in Remix",https://stackoverflow.com/questions/72635880/despite-using-the-receive-function-my-contract-is-not-receiving-payment-in-re
ERC721 Sell/Buy NFT Solidity,https://stackoverflow.com/questions/72634270/erc721-sell-buy-nft-solidity
How to mint unique NFTs,https://stackoverflow.com/questions/72623946/how-to-mint-unique-nfts
NFT payment gateway django,https://stackoverflow.com/questions/72622249/nft-payment-gateway-django
Getting 1020 Error when trying to access Opensea API,https://stackoverflow.com/questions/72620924/getting-1020-error-when-trying-to-access-opensea-api
Minting NFTs on Hedera returns MAX_NFTS_IN_PRICE_REGIME_HAVE_BEEN_MINTED,https://stackoverflow.com/questions/72616105/minting-nfts-on-hedera-returns-max-nfts-in-price-regime-have-been-minted
How do i securely sign a Transaction within my Solana Dapp,https://stackoverflow.com/questions/72613920/how-do-i-securely-sign-a-transaction-within-my-solana-dapp
"Is it possible to connect MetaMask or other wallet, to a Xamarin app?",https://stackoverflow.com/questions/72608180/is-it-possible-to-connect-metamask-or-other-wallet-to-a-xamarin-app
"Solidity: call a function of NFT contract from Marketplace contract, and only Marketplace has access to call it",https://stackoverflow.com/questions/72601947/solidity-call-a-function-of-nft-contract-from-marketplace-contract-and-only-ma
Is it safe to Implement a Merkle tree proof getting function on front-end of my website?,https://stackoverflow.com/questions/72596162/is-it-safe-to-implement-a-merkle-tree-proof-getting-function-on-front-end-of-my
How to list collection first holders?,https://stackoverflow.com/questions/72587268/how-to-list-collection-first-holders
How to create a new candy machine after testing to test again within project?,https://stackoverflow.com/questions/72584673/how-to-create-a-new-candy-machine-after-testing-to-test-again-within-project
Invalid contract specified in override list?,https://stackoverflow.com/questions/72582656/invalid-contract-specified-in-override-list
Update NFT metadata on Opensea is not working for gif to png,https://stackoverflow.com/questions/72582598/update-nft-metadata-on-opensea-is-not-working-for-gif-to-png
Solana devnet/testnet NFT marketplace,https://stackoverflow.com/questions/72560327/solana-devnet-testnet-nft-marketplace
Paying gas fees through a particular wallet,https://stackoverflow.com/questions/72555703/paying-gas-fees-through-a-particular-wallet
Alternatives to mapping in Solidity? or map data with another?,https://stackoverflow.com/questions/72548819/alternatives-to-mapping-in-solidity-or-map-data-with-another
How do I accept an ERC20 token for Nft mint payment instead of ETH,https://stackoverflow.com/questions/72540628/how-do-i-accept-an-erc20-token-for-nft-mint-payment-instead-of-eth
Candy Machine V2 Testing on Devnet....reset?,https://stackoverflow.com/questions/72535482/candy-machine-v2-testing-on-devnet-reset
Convert an hashing function from Solidity to Javascript,https://stackoverflow.com/questions/72533971/convert-an-hashing-function-from-solidity-to-javascript
Customizing the VanillaJS Crossmint button,https://stackoverflow.com/questions/72530310/customizing-the-vanillajs-crossmint-button
Get NFT metadata of a whole collection,https://stackoverflow.com/questions/72517482/get-nft-metadata-of-a-whole-collection
Integrating Flow Blockchain in Flutter,https://stackoverflow.com/questions/72515909/integrating-flow-blockchain-in-flutter
How to transfer ERC-721 tokens from multiple wallets to a single wallet?,https://stackoverflow.com/questions/72512351/how-to-transfer-erc-721-tokens-from-multiple-wallets-to-a-single-wallet
How to use Openseas SDK fullfillOrder and Metamask to prompt a user to buy NFTs through your frontend?,https://stackoverflow.com/questions/72511330/how-to-use-openseas-sdk-fullfillorder-and-metamask-to-prompt-a-user-to-buy-nfts
Getting the transaction hash after sending a method to track the status,https://stackoverflow.com/questions/72509141/getting-the-transaction-hash-after-sending-a-method-to-track-the-status
How to get NFTs Information by name with web3.js on solana network,https://stackoverflow.com/questions/72500301/how-to-get-nfts-information-by-name-with-web3-js-on-solana-network
How to store multilingual data for an NFT on Solana with the Metaplex standard?,https://stackoverflow.com/questions/72490106/how-to-store-multilingual-data-for-an-nft-on-solana-with-the-metaplex-standard
How to get the candy machine ID using a NFT created by the candy machine?,https://stackoverflow.com/questions/72484886/how-to-get-the-candy-machine-id-using-a-nft-created-by-the-candy-machine
NFT from custom ERC-1155 smart contract not displaying correctly on Etherscan for Goerli test net,https://stackoverflow.com/questions/72483067/nft-from-custom-erc-1155-smart-contract-not-displaying-correctly-on-etherscan-fo
How to use erc20 custom token on multiple chains?,https://stackoverflow.com/questions/72481938/how-to-use-erc20-custom-token-on-multiple-chains
How to recognize and interact with contract of other chains?,https://stackoverflow.com/questions/72477241/how-to-recognize-and-interact-with-contract-of-other-chains
Unable to mint from any wallet on Solana/metaplex candymachine V2 [closed],https://stackoverflow.com/questions/72473992/unable-to-mint-from-any-wallet-on-solana-metaplex-candymachine-v2
How to find the owner Solana NFT in the past timestamp?,https://stackoverflow.com/questions/72471391/how-to-find-the-owner-solana-nft-in-the-past-timestamp
I need help on to configure a Wordpress dApp to mint NFT,https://stackoverflow.com/questions/72469617/i-need-help-on-to-configure-a-wordpress-dapp-to-mint-nft
Candy Machine -v2 error: mint live @ invalid date and undefined claims,https://stackoverflow.com/questions/72469265/candy-machine-v2-error-mint-live-invalid-date-and-undefined-claims
How I can withdraw the balance deposit in a Participation Auction in Metaplex,https://stackoverflow.com/questions/72464793/how-i-can-withdraw-the-balance-deposit-in-a-participation-auction-in-metaplex
What are the other NFT standards other then the ERC-721/1155?,https://stackoverflow.com/questions/72457233/what-are-the-other-nft-standards-other-then-the-erc-721-1155
How to create a CSV File that will look Like This JSON File,https://stackoverflow.com/questions/72456718/how-to-create-a-csv-file-that-will-look-like-this-json-file
"Solidity openzeppelin public mint ERC721 token function, is any arguments really neccessary? [duplicate]",https://stackoverflow.com/questions/72454466/solidity-openzeppelin-public-mint-erc721-token-function-is-any-arguments-really
Is it possible to batch mint 10k NFTs in one transaction?,https://stackoverflow.com/questions/72446747/is-it-possible-to-batch-mint-10k-nfts-in-one-transaction
Candy Machine V2 Whitelist Settings,https://stackoverflow.com/questions/72442180/candy-machine-v2-whitelist-settings
Is payble keyword neccessary even if I am not taking any ether/matic?,https://stackoverflow.com/questions/72433091/is-payble-keyword-neccessary-even-if-i-am-not-taking-any-ether-matic
Why NFT marketplace such as OpenSea can get all nft contracts?,https://stackoverflow.com/questions/72429435/why-nft-marketplace-such-as-opensea-can-get-all-nft-contracts
Error: missing argument: in Contract constructor,https://stackoverflow.com/questions/72427187/error-missing-argument-in-contract-constructor
Metaplex candymachine whitelist and gatekeeper challenge not compatible,https://stackoverflow.com/questions/72387964/metaplex-candymachine-whitelist-and-gatekeeper-challenge-not-compatible
split mint money metaplex,https://stackoverflow.com/questions/72382573/split-mint-money-metaplex
Instant sale feature in Metaplex NFTs?,https://stackoverflow.com/questions/72380759/instant-sale-feature-in-metaplex-nfts
"On mainnet-beta, signMetadata() returns a program error, whereas it works on devnet",https://stackoverflow.com/questions/72370984/on-mainnet-beta-signmetadata-returns-a-program-error-whereas-it-works-on-dev
Transfer NFT minted via Metaplex(candy machine),https://stackoverflow.com/questions/72364643/transfer-nft-minted-via-metaplexcandy-machine
